code,validcode,description
I709,1,Generalized and unspecified atherosclerosis
I7090,1,Generalized and unspecified atherosclerosis without gangrene
I7091,1,Generalized and unspecified atherosclerosis with gangrene
I71,0,Aortic aneurysm and dissection
I710,1,Dissection of aorta [any part]
I711,1,"Thoracic aortic aneurysm, ruptured"
I712,1,"Thoracic aortic aneurysm, without mention of rupture"
I713,1,"Abdominal aortic aneurysm, ruptured"
I714,1,"Abdominal aortic aneurysm, without mention of rupture"
I715,1,"Thoracoabdominal aortic aneurysm, ruptured"
I716,1,"Thoracoabdominal aortic aneurysm, without mention of rupture"
I718,1,"Aortic aneurysm of unspecified site, ruptured"
I719,1,"Aortic aneurysm of unspecified site, without mention of rupture"
I72,0,Other aneurysm
I720,1,Aneurysm and dissection of carotid artery
I721,1,Aneurysm and dissection of artery of upper extremity
I722,1,Aneurysm and dissection of renal artery
I723,1,Aneurysm and dissection of iliac artery
I724,1,Aneurysm and dissection of artery of lower extremity
I725,1,Aneurysm and dissection of other precerebral arteries
I726,1,Aneurysm and dissection of vertebral artery
I728,1,Aneurysm and dissection of other specified arteries
I729,1,Aneurysm and dissection of unspecified site
I73,0,Other peripheral vascular diseases
I730,1,Raynaud syndrome
I731,1,Thromboangiitis obliterans [Buerger]
I738,1,Other specified peripheral vascular diseases
I739,1,"Peripheral vascular disease, unspecified"
I74,0,Arterial embolism and thrombosis
I740,1,Embolism and thrombosis of abdominal aorta
I741,1,Embolism and thrombosis of other and unspecified parts of aorta
I742,1,Embolism and thrombosis of arteries of upper extremities
I743,1,Embolism and thrombosis of arteries of lower extremities
I744,1,"Embolism and thrombosis of arteries of extremities, unspecified"
I745,1,Embolism and thrombosis of iliac artery
I748,1,Embolism and thrombosis of other arteries
I749,1,Embolism and thrombosis of unspecified artery
I77,0,Other disorders of arteries and arterioles
I770,1,"Arteriovenous fistula, acquired"
I771,1,Stricture of artery
I772,1,Rupture of artery
I773,1,Arterial fibromuscular dysplasia
I774,1,Coeliac artery compression syndrome
I775,1,Necrosis of artery
I776,1,"Arteritis, unspecified"
I778,1,Other specified disorders of arteries and arterioles
I779,1,"Disorder of arteries and arterioles, unspecified"
I78,0,Diseases of capillaries
I780,1,Hereditary haemorrhagic telangiectasia
I781,1,"Naevus, non-neoplastic"
I788,1,Other diseases of capillaries
I789,1,"Disease of capillaries, unspecified"
I79,0,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I790,1,Aneurysm of aorta in diseases classified elsewhere
I791,1,Aortitis in diseases classified elsewhere
I792,1,Peripheral angiopathy in diseases classified elsewhere
I798,1,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I80,0,Phlebitis and thrombophlebitis
I800,1,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
I801,1,Phlebitis and thrombophlebitis of femoral vein
I802,1,Phlebitis and thrombophlebitis of other deep vessels of lower extremities
I803,1,"Phlebitis and thrombophlebitis of lower extremities, unspecified"
I808,1,Phlebitis and thrombophlebitis of other sites
I809,1,Phlebitis and thrombophlebitis of unspecified site
I81,1,Portal vein thrombosis
I82,0,Other venous embolism and thrombosis
I820,1,Budd-Chiari syndrome
I821,1,Thrombophlebitis migrans
I822,1,Embolism and thrombosis of vena cava
I823,1,Embolism and thrombosis of renal vein
I828,1,Embolism and thrombosis of other specified veins
I829,1,Embolism and thrombosis of unspecified vein
I83,0,Varicose veins of lower extremities
I830,1,Varicose veins of lower extremities with ulcer
I831,1,Varicose veins of lower extremities with inflammation
I832,1,Varicose veins of lower extremities with both ulcer and inflammation
I839,1,Varicose veins of lower extremities without ulcer or inflammation
I84,0,Haemorrhoids
K648,1,Other specified haemorrhoids
I85,0,Oesophageal varices
I850,1,Oesophageal varices with bleeding
I859,1,Oesophageal varices without bleeding
I86,0,Varicose veins of other sites
I860,1,Sublingual varices
I861,1,Scrotal varices
I862,1,Pelvic varices
I863,1,Vulval varices
I864,1,Gastric varices
I868,1,Varicose veins of other specified sites
I87,0,Other disorders of veins
I870,1,Postthrombotic syndrome
I871,1,Compression of vein
I872,1,Venous insufficiency (chronic)(peripheral)
I878,1,Other specified disorders of veins
I879,1,"Disorder of vein, unspecified"
I88,0,Nonspecific lymphadenitis
I880,1,Nonspecific mesenteric lymphadenitis
I881,1,"Chronic lymphadenitis, except mesenteric"
I888,1,Other nonspecific lymphadenitis
I889,1,"Nonspecific lymphadenitis, unspecified"
I89,0,Other noninfective disorders of lymphatic vessels and lymph nodes
I890,1,"Lymphoedema, not elsewhere classified"
I891,1,Lymphangitis
I898,1,Other specified noninfective disorders of lymphatic vessels and lymph nodes
I899,1,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"
I95,0,Hypotension
I950,1,Idiopathic hypotension
I951,1,Orthostatic hypotension
I952,1,Hypotension due to drugs
I953,1,Neural-mediated hypotension (TM)
I958,1,Other hypotension
I959,1,"Hypotension, unspecified"
I97,0,"Postprocedural disorders of circulatory system, not elsewhere classified"
I970,1,Postcardiotomy syndrome
I971,1,Other functional disturbances following cardiac surgery
I972,1,Postmastectomy lymphoedema syndrome
I978,1,"Other postprocedural disorders of circulatory system, not elsewhere classified"
I979,1,"Postprocedural disorder of circulatory system, unspecified"
I98,0,Other disorders of circulatory system in diseases classified elsewhere
I980,1,"Cardiovascular syphilis, CE (*)"
I981,1,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere
I982,1,Oesophageal varices without bleeding in diseases classified elsewhere
I983,1,Oesophageal varices with bleeding in diseases classified elsewhere*
I988,1,Other specified disorders of circulatory system in diseases classified elsewhere
I99,1,Other and unspecified disorders of circulatory system
J00,1,Acute nasopharyngitis [common cold]
J01,0,Acute sinusitis
J010,1,Acute maxillary sinusitis
J011,1,Acute frontal sinusitis
J012,1,Acute ethmoidal sinusitis
J013,1,Acute sphenoidal sinusitis
J014,1,Acute pansinusitis
J018,1,Other acute sinusitis
J019,1,"Acute sinusitis, unspecified"
J02,0,Acute pharyngitis
J020,1,Streptococcal pharyngitis
J028,1,Acute pharyngitis due to other specified organisms
J029,1,"Acute pharyngitis, unspecified"
J03,0,Acute tonsillitis
J030,1,Streptococcal tonsillitis
J038,1,Acute tonsillitis due to other specified organisms
J039,1,"Acute tonsillitis, unspecified"
J04,0,Acute laryngitis and tracheitis
J040,1,Acute laryngitis
J041,1,Acute tracheitis
J042,1,Acute laryngotracheitis
J05,0,Acute obstructive laryngitis [croup] and epiglottitis
J050,1,Acute obstructive laryngitis [croup]
J051,1,Acute epiglottitis
J06,0,Acute upper respiratory infections of multiple or unspecified sites
J060,1,Acute laryngopharyngitis
J068,1,Other acute upper respiratory infections of multiple sites
J069,1,"Acute upper respiratory infection, unspecified"
J09,1,Influenza due to identified zoonotic or pandemic influenza virus
J10,0,Influenza due to identified influenza virus
J100,1,"Influenza with pneumonia, seasonal influenza virus identified"
J101,1,"Influenza with other respiratory manifestations, seasonal influenza virus identified"
J108,1,"Influenza with other manifestations, seasonal influenza virus identified"
J11,0,"Influenza, virus not identified"
J110,1,"Influenza with pneumonia, virus not identified"
J111,1,"Influenza with other respiratory manifestations, virus not identified"
J118,1,"Influenza with other manifestations, virus not identified"
J12,0,"Viral pneumonia, not elsewhere classified"
J120,1,Adenoviral pneumonia
J121,1,Respiratory syncytial virus pneumonia
J122,1,Parainfluenza virus pneumonia
J123,1,Human metapneumovirus pneumonia
J128,1,Other viral pneumonia
J129,1,"Viral pneumonia, unspecified"
J13,1,Pneumonia due to Streptococcus pneumoniae
J14,1,Pneumonia due to Haemophilus influenzae
J15,0,"Bacterial pneumonia, not elsewhere classified"
J150,1,Pneumonia due to Klebsiella pneumoniae
J151,1,Pneumonia due to Pseudomonas
J152,1,Pneumonia due to Staphylococcus
J153,1,"Pneumonia due to Streptococcus, group B"
J154,1,Pneumonia due to other streptococci
J155,1,Pneumonia due to Escherichia coli
J156,1,Pneumonia due to other Gram-negative bacteria
J157,1,Pneumonia due to Mycoplasma pneumoniae
J158,1,Other bacterial pneumonia
J1581,1,Pneumonia due to Rhodococcus equi (TM)
J1588,1,Other bacterial pneumonia (TM)
J159,1,"Bacterial pneumonia, unspecified"
J16,0,"Pneumonia due to other infectious organisms, not elsewhere classified"
J160,1,Chlamydial pneumonia
J168,1,Pneumonia due to other specified infectious organisms
J17,0,Pneumonia in diseases classified elsewhere
J170,1,Pneumonia in bacterial diseases classified elsewhere
J171,1,Pneumonia in viral diseases classified elsewhere
J172,1,Pneumonia in mycoses
J173,1,Pneumonia in parasitic diseases
J178,1,Pneumonia in other diseases classified elsewhere
J18,0,"Pneumonia, organism unspecified"
J180,1,"Bronchopneumonia, unspecified"
J181,1,"Lobar pneumonia, unspecified"
J182,1,"Hypostatic pneumonia, unspecified"
J188,1,"Other pneumonia, organism unspecified"
J189,1,"Pneumonia, unspecified"
J20,0,Acute bronchitis
J200,1,Acute bronchitis due to Mycoplasma pneumoniae
J201,1,Acute bronchitis due to Haemophilus influenzae
J202,1,Acute bronchitis due to streptococcus
J203,1,Acute bronchitis due to coxsackievirus
J204,1,Acute bronchitis due to parainfluenza virus
J205,1,Acute bronchitis due to respiratory syncytial virus
J206,1,Acute bronchitis due to rhinovirus
J207,1,Acute bronchitis due to echovirus
J208,1,Acute bronchitis due to other specified organisms
J209,1,"Acute bronchitis, unspecified"
J21,0,Acute bronchiolitis
J210,1,Acute bronchiolitis due to respiratory syncytial virus
J211,1,Acute bronchiolitis due to human metapneumovirus
J218,1,Acute bronchiolitis due to other specified organisms
J219,1,"Acute bronchiolitis, unspecified"
J22,1,Unspecified acute lower respiratory infection
J30,0,Vasomotor and allergic rhinitis
J300,1,Vasomotor rhinitis
J301,1,Allergic rhinitis due to pollen
J302,1,Other seasonal allergic rhinitis
J303,1,Other allergic rhinitis
J304,1,"Allergic rhinitis, unspecified"
J31,0,"Chronic rhinitis, nasopharyngitis and pharyngitis"
J310,1,Chronic rhinitis
J311,1,Chronic nasopharyngitis
J312,1,Chronic pharyngitis
J32,0,Chronic sinusitis
J320,1,Chronic maxillary sinusitis
J321,1,Chronic frontal sinusitis
J322,1,Chronic ethmoidal sinusitis
J323,1,Chronic sphenoidal sinusitis
J324,1,Chronic pansinusitis
J328,1,Other chronic sinusitis
J329,1,"Chronic sinusitis, unspecified"
J33,0,Nasal polyp
J330,1,Polyp of nasal cavity
J331,1,Polypoid sinus degeneration
J338,1,Other polyp of sinus
J339,1,"Nasal polyp, unspecified"
J34,0,Other disorders of nose and nasal sinuses
J340,1,"Abscess, furuncle and carbuncle of nose"
J341,1,Cyst and mucocele of nose and nasal sinus
J342,1,Deviated nasal septum
J343,1,Hypertrophy of nasal turbinates
J348,1,Other specified disorders of nose and nasal sinuses
J35,0,Chronic diseases of tonsils and adenoids
J350,1,Chronic tonsillitis
J351,1,Hypertrophy of tonsils
J352,1,Hypertrophy of adenoids
J353,1,Hypertrophy of tonsils with hypertrophy of adenoids
J358,1,Other chronic diseases of tonsils and adenoids
J359,1,"Chronic disease of tonsils and adenoids, unspecified"
J36,1,Peritonsillar abscess
J37,0,Chronic laryngitis and laryngotracheitis
J370,1,Chronic laryngitis
J371,1,Chronic laryngotracheitis
J38,0,"Diseases of vocal cords and larynx, not elsewhere classified"
J380,1,Paralysis of vocal cords and larynx
J381,1,Polyp of vocal cord and larynx
J382,1,Nodules of vocal cords
J383,1,Other diseases of vocal cords
J384,1,Oedema of larynx
J385,1,Laryngeal spasm
J386,1,Stenosis of larynx
J387,1,Other diseases of larynx
J39,0,Other diseases of upper respiratory tract
J390,1,Retropharyngeal and parapharyngeal abscess
J391,1,Other abscess of pharynx
J392,1,Other diseases of pharynx
J393,1,"Upper respiratory tract hypersensitivity reaction, site unspecified"
J398,1,Other specified diseases of upper respiratory tract
J399,1,"Disease of upper respiratory tract, unspecified"
J40,1,"Bronchitis, not specified as acute or chronic"
J41,0,Simple and mucopurulent chronic bronchitis
J410,1,Simple chronic bronchitis
J411,1,Mucopurulent chronic bronchitis
J418,1,Mixed simple and mucopurulent chronic bronchitis
J42,1,Unspecified chronic bronchitis
J43,0,Emphysema
J430,1,MacLeod syndrome
J431,1,Panlobular emphysema
J432,1,Centrilobular emphysema
J438,1,Other emphysema
J439,1,"Emphysema, unspecified"
J44,0,Other chronic obstructive pulmonary disease
J440,1,Chronic obstructive pulmonary disease with acute lower respiratory infection
J441,1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"
J442,1,Wheezing associated respiratory illness (WARI) (TM)
J448,1,Other specified chronic obstructive pulmonary disease
J449,1,"Chronic obstructive pulmonary disease, unspecified"
J45,0,Asthma
J450,1,Predominantly allergic asthma
J451,1,Nonallergic asthma
J452,0,Bronchial hyperresponsiveness (TM)
J458,1,Mixed asthma
J459,1,"Asthma, unspecified"
J46,1,Status asthmaticus
J47,1,Bronchiectasis
J60,1,Coalworker pneumoconiosis
J61,1,Pneumoconiosis due to asbestos and other mineral fibres
J62,0,Pneumoconiosis due to dust containing silica
J620,1,Pneumoconiosis due to talc dust
J628,1,Pneumoconiosis due to other dust containing silica
J63,0,Pneumoconiosis due to other inorganic dusts
J630,1,Aluminosis (of lung)
J631,1,Bauxite fibrosis (of lung)
J632,1,Berylliosis
J633,1,Graphite fibrosis (of lung)
J634,1,Siderosis
J635,1,Stannosis
J638,1,Pneumoconiosis due to other specified inorganic dusts
J64,1,Unspecified pneumoconiosis
J65,1,Pneumoconiosis associated with tuberculosis
J66,0,Airway disease due to specific organic dust
J660,1,Byssinosis
J661,1,Flax-dresser disease
J662,1,Cannabinosis
J668,1,Airway disease due to other specific organic dusts
J67,0,Hypersensitivity pneumonitis due to organic dust
J670,1,Farmer lung
J671,1,Bagassosis
J672,1,Bird fancier lung
J673,1,Suberosis
J674,1,Maltworker lung
J675,1,Mushroom-worker lung
J676,1,Maple-bark-stripper lung
J677,1,Air-conditioner and humidifier lung
