code,mdc,pdc,cc,maincc,ccrow,hiv_ax,trauma,sex,accpdx,ageduse,agemin,agemax,agedmin
C8442,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C866,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C850,17,17B,1,C820,71,,N,B,Y,N,0,124,0
C842,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C823,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C834,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C8440,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C827,17,17B,1,C820,71,,N,B,Y,N,0,124,0
C8441,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C862,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C838,17,17B,1,C820,71,C,N,B,Y,N,0,124,0
C837,17,17B,1,C837,71,C,N,B,Y,N,0,124,0
C880,17,17B,1,C880,71,,N,B,Y,N,0,124,0
C965,17,17B,1,C965,71,,N,B,Y,N,0,124,0
C966,17,17B,1,C966,71,,N,B,Y,N,0,124,0
D448,10,10E,1,D448,81,,N,B,Y,N,0,124,0
D561,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D564,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D528,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D5942,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D563,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D529,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D568,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D539,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D5940,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D591,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D592,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D5941,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D611,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D590,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D610,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D500,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D509,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D642,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D5948,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D594,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D62,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D520,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D631,16,16A,1,D500,102,,N,B,N,N,0,124,0
D618,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D598,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D508,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D595,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D538,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D640,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D630,16,16A,1,D500,102,,N,B,N,N,0,124,0
D619,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D531,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D613,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D589,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D501,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D532,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D560,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D562,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D5943,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D601,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D530,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D593,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D609,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D596,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D599,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D612,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D521,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D600,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D641,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D643,16,16A,1,D500,102,,N,B,Y,N,0,124,0
D608,16,16A,1,D500,102,E,N,B,Y,N,0,124,0
D569,16,16A,1,D569,102,,N,B,Y,N,0,124,0
D570,16,16A,1,D570,102,,N,B,Y,N,0,124,0
D571,16,16A,1,D570,102,,N,B,Y,N,0,124,0
D578,16,16A,1,D570,102,,N,B,Y,N,0,124,0
D638,16,16A,1,D638,102,,N,B,N,N,0,124,0
D694,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D6881,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D689,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D684,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D683,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D65,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D6880,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D692,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D696,16,16B,1,D65,29,E,N,B,Y,N,0,124,0
D698,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D681,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D695,16,16B,1,D65,29,E,N,B,Y,N,0,124,0
D686,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D693,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D699,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D6888,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D680,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D67,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D688,16,16B,1,D65,29,,N,B,Y,N,0,124,0
D66,16,16B,1,D66,29,,N,B,Y,N,0,124,0
D690,16,16B,1,D690,29,,N,B,Y,N,0,124,0
D70,16,16C,1,D70,31,E,N,B,Y,N,0,124,0
D71,16,16C,1,D70,31,,N,B,Y,N,0,124,0
D804,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D803,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D808,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D806,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D809,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D800,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D805,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D807,16,16C,1,D800,31,,N,B,Y,N,0,124,0
D819,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D820,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D817,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D811,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D816,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D810,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D830,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D818,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D840,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D823,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D829,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D821,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D828,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D838,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D841,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D839,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D822,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D814,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D832,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D812,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D848,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D824,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D831,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D849,16,16C,1,D810,31,,N,B,Y,N,0,124,0
D860,04,4P,1,D860,73,,N,B,Y,N,0,124,0
D863,04,4P,1,D860,73,,N,B,Y,N,0,124,0
D862,04,4P,1,D860,73,,N,B,Y,N,0,124,0
D861,04,4P,1,D860,73,,N,B,Y,N,0,124,0
D868,04,4P,1,D868,73,,N,B,Y,N,0,124,0
D869,04,4P,1,D869,73,,N,B,Y,N,0,124,0
E035,10,10E,1,E035,2,,N,B,Y,N,0,124,0
E051,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E052,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E058,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E053,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E050,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E054,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E055,10,10E,1,E050,81,,N,B,Y,N,0,124,0
E059,10,10E,1,E059,81,,N,B,Y,N,0,124,0
E144,01,1J,1,E100,93,,N,B,Y,N,0,124,0
E103,02,2D,1,E100,58,,N,B,Y,N,0,124,0
E122,11,11H,1,E100,84,,N,B,Y,N,0,124,0
E891,10,10C,1,E100,95,,N,B,Y,N,0,124,0
E132,11,11H,1,E100,84,,N,B,Y,N,0,124,0
E140,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E117,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E112,11,11H,1,E100,84,,N,B,Y,N,0,124,0
E113,02,2D,1,E100,58,,N,B,Y,N,0,124,0
E111,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E109,10,10F,1,E100,95,,N,B,Y,N,0,124,0
E108,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E131,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E110,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E127,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E15,10,10C,1,E100,40,,N,B,Y,N,0,124,0
E114,01,1J,1,E100,93,,N,B,Y,N,0,124,0
E120,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E121,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E143,02,2D,1,E100,58,,N,B,Y,N,0,124,0
E142,11,11H,1,E100,84,,N,B,Y,N,0,124,0
E100,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E145,05,5F,1,E100,51,,N,B,Y,N,0,124,0
E130,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E133,02,2D,1,E100,58,,N,B,Y,N,0,124,0
E134,01,1J,1,E100,93,,N,B,Y,N,0,124,0
E123,02,2D,1,E100,58,,N,B,Y,N,0,124,0
E147,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E124,01,1J,1,E100,93,,N,B,Y,N,0,124,0
E104,01,1J,1,E100,93,,N,B,Y,N,0,124,0
E107,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E101,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E141,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E137,10,10A,1,E100,95,,N,B,Y,N,0,124,0
E102,11,11H,1,E100,84,,N,B,Y,N,0,124,0
E115,05,5F,1,E105,51,,N,B,Y,N,0,124,0
E105,05,5F,1,E105,51,,N,B,Y,N,0,124,0
E135,05,5F,1,E105,51,,N,B,Y,N,0,124,0
E125,05,5F,1,E105,51,,N,B,Y,N,0,124,0
E126,10,10A,1,E106,95,,N,B,Y,N,0,124,0
E136,10,10A,1,E106,95,,N,B,Y,N,0,124,0
E116,10,10A,1,E106,95,,N,B,Y,N,0,124,0
E106,10,10A,1,E106,95,,N,B,Y,N,0,124,0
E146,10,10A,1,E146,95,,N,B,Y,N,0,124,0
E209,10,10E,1,E200,81,,N,B,Y,N,0,124,0
E200,10,10E,1,E200,81,,N,B,Y,N,0,124,0
E201,10,10C,1,E200,40,,N,B,Y,N,0,124,0
E208,10,10E,1,E200,81,,N,B,Y,N,0,124,0
E210,10,10E,1,E210,81,,N,B,Y,N,0,124,0
E212,10,10E,1,E211,81,,N,B,Y,N,0,124,0
E211,10,10E,1,E211,81,,N,B,Y,N,0,124,0
E892,10,10E,1,E211,81,,N,B,Y,N,0,124,0
E213,10,10E,1,E213,81,,N,B,Y,N,0,124,0
E230,10,10E,1,E230,81,,N,B,Y,N,0,124,0
E232,10,10E,1,E232,81,,N,B,Y,N,0,124,0
E240,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E243,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E242,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E241,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E244,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E248,10,10E,1,E240,81,,N,B,Y,N,0,124,0
E249,10,10E,1,E249,81,,N,B,Y,N,0,124,0
E271,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E896,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E272,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E274,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E275,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E273,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E270,10,10E,1,E270,81,,N,B,Y,N,0,124,0
E318,10,10E,1,E310,81,,N,B,Y,N,0,124,0
E319,10,10E,1,E310,81,,N,B,Y,N,0,124,0
E311,10,10E,1,E310,81,,N,B,Y,N,0,124,0
E310,10,10E,1,E310,81,,N,B,Y,N,0,124,0
E321,16,16C,1,E321,31,,N,B,Y,N,0,124,0
E340,10,10E,1,E340,81,,N,B,Y,N,0,124,0
E40,10,10B,1,E40,39,E,N,B,Y,N,0,124,0
E41,10,10B,1,E40,39,E,N,B,Y,N,0,124,0
E42,10,10B,1,E40,39,E,N,B,Y,N,0,124,0
E538,10,10C,1,E538,40,E,N,B,Y,N,0,124,0
E610,10,10C,1,E610,40,E,N,B,Y,N,0,124,0
E611,10,10C,1,E611,40,E,N,B,Y,N,0,124,0
E617,10,10C,1,E617,40,E,N,B,Y,N,0,124,0
E840,04,4A,1,E840,34,,N,B,Y,N,0,124,0
E848,04,4A,1,E840,34,,N,B,Y,N,0,124,0
E849,04,4A,1,E840,34,,N,B,Y,N,0,124,0
E841,06,6J,1,E841,78,,N,B,Y,N,0,124,0
E873,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E872,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E875,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E878,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E876,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E874,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E870,10,10C,1,E870,104,,N,B,Y,N,0,124,0
E871,10,10C,1,E870,104,,N,B,Y,N,0,124,0
F0243,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F033,19,19K,1,F000,72,,N,B,Y,N,0,124,0
F0012,19,19K,1,F000,72,,N,B,N,N,0,124,0
F001,19,19K,1,F000,72,,N,B,N,N,0,124,0
F009,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0022,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0011,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0244,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F0002,19,19K,1,F000,72,,N,B,N,N,0,124,0
F031,19,19K,1,F000,72,,N,B,Y,N,0,124,0
F0003,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0010,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0094,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0091,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0024,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0092,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0090,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0021,19,19K,1,F000,72,,N,B,N,N,0,124,0
F032,19,19K,1,F000,72,,N,B,Y,N,0,124,0
F0013,19,19K,1,F000,72,,N,B,N,N,0,124,0
F000,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0093,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0020,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0014,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0023,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0000,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0241,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F03,19,19K,1,F000,72,,N,B,Y,N,16,124,0
F030,19,19K,1,F000,72,,N,B,Y,N,0,124,0
F0242,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F0240,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F002,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0001,19,19K,1,F000,72,,N,B,N,N,0,124,0
F034,19,19K,1,F000,72,,N,B,Y,N,0,124,0
F024,25,25A,1,F000,72,B,N,B,N,N,0,124,0
F0004,19,19K,1,F000,72,,N,B,N,N,0,124,0
F0110,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0121,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0130,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0134,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F012,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F0123,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0132,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F010,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F0184,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0120,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0192,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0131,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0191,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0100,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F011,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F018,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F0182,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0194,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0180,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0113,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0122,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0101,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0104,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0103,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F013,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F0102,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0181,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0190,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0193,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0183,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0111,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0114,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0112,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0124,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F019,19,19K,1,F010,72,,N,B,Y,N,16,124,0
F0133,19,19K,1,F010,72,,N,B,Y,N,0,124,0
F0232,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0214,19,19K,1,F020,72,,N,B,N,N,0,124,0
F022,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0234,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0224,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0201,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0230,19,19K,1,F020,72,,N,B,N,N,0,124,0
F020,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0221,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0213,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0233,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0202,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0212,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0200,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0231,19,19K,1,F020,72,,N,B,N,N,0,124,0
F023,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0203,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0210,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0223,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0204,19,19K,1,F020,72,,N,B,N,N,0,124,0
F021,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0220,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0222,19,19K,1,F020,72,,N,B,N,N,0,124,0
F0211,19,19K,1,F020,72,,N,B,N,N,0,124,0
F04,19,19K,1,F04,72,,N,B,Y,N,0,124,0
F051,19,19K,1,F050,72,B,N,B,Y,N,0,124,0
F050,19,19A,1,F050,72,,N,B,Y,N,0,124,0
F058,19,19K,1,F058,72,,N,B,Y,N,0,124,0
F059,19,19A,1,F058,72,,N,B,Y,N,0,124,0
F105,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1241,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1431,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1675,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F189,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1072,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F133,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F144,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F185,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1855,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1130,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1053,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F187,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1451,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1575,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F136,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1350,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1552,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1656,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1430,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1371,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1674,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1573,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1230,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F128,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1654,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1641,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1952,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1850,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1975,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1071,19,19K,1,F060,106,,N,B,Y,N,0,124,0
F115,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F124,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F107,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1054,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1270,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1553,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1841,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1574,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1171,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1256,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F143,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1631,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1055,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1851,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1831,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1051,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1050,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F165,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F195,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1355,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1931,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1454,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1551,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F146,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1040,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F104,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1653,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1271,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1670,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F126,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F159,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1472,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1253,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F154,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1351,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1840,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1874,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1473,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F125,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1074,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F1231,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F0630,19,19K,1,F060,72,,N,B,Y,N,0,124,0
F138,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1340,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F066,19,19K,1,F060,72,,N,B,Y,N,0,124,0
F127,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F147,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1441,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1172,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1456,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1954,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1450,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1541,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F186,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F060,19,19K,1,F060,72,,N,B,Y,N,0,124,0
F1973,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1955,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1555,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1873,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1150,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F114,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1471,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1156,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1531,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F145,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1141,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F061,19,19K,1,F060,72,,N,B,Y,N,0,124,0
F1254,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1974,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1070,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F103,20,20A,1,F060,106,,N,B,Y,N,0,124,0
F129,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F156,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1852,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F1655,20,20B,1,F060,106,,N,B,Y,N,0,124,0
F0633,19,19K,1,F060,72,,N,B,Y,N,0,124,0
