code,mdc,pdc,cc,maincc,ccrow,hiv_ax,trauma,sex,accpdx,ageduse,agemin,agemax,agedmin
F1226,20,20F,0,,0,,N,B,Y,N,0,124,0
T245,22,22C,0,,0,,N,B,Y,N,0,124,0
S764,08,8C,0,,0,,0,B,Y,N,0,124,0
F6030,19,19H,0,,0,,N,B,Y,N,0,124,0
D355,01,1C,0,,0,,N,B,Y,N,0,124,0
M2529,08,8R,0,,0,,N,B,Y,N,0,124,0
M7963,08,8L,0,,0,,N,B,Y,N,0,124,0
M457,08,8F,0,,0,,N,B,Y,N,16,124,0
M0225,08,8J,0,,0,,N,B,Y,N,0,124,0
Q963,12,12E,0,,0,,N,B,Y,N,0,124,0
M8960,08,8R,0,,0,,N,B,Y,N,0,124,0
Q859,17,17C,0,,0,,N,B,Y,N,0,124,0
N832,13,13F,0,,0,,N,F,Y,N,0,124,0
D215,08,8R,0,,0,,N,B,Y,N,0,124,0
M9418,08,8R,0,,0,,N,B,Y,N,0,124,0
I446,05,5M,0,,0,,N,B,Y,N,0,124,0
A672,18,18H,0,,0,,N,B,Y,N,0,124,0
D432,01,1C,0,,0,,N,B,Y,N,0,124,0
I738,05,5F,0,,0,,N,B,Y,N,0,124,0
Q936,19,19K,0,,0,,N,B,Y,N,0,124,0
T980,30,,0,,0,,N,B,N,N,0,124,0
M2323,08,8Q,0,,0,,N,B,Y,N,0,124,0
G588,01,1J,0,,0,,N,B,Y,N,0,124,0
D314,02,2D,0,,0,,N,B,Y,N,0,124,0
D313,02,2D,0,,0,,N,B,Y,N,0,124,0
S82202,08,8Q,0,,0,,0,B,Y,N,0,124,0
A64,12,12C,0,,0,,N,B,Y,N,1,124,0
M5392,08,8H,0,,0,,N,B,Y,N,0,124,0
B508,18,18C,0,,0,,N,B,Y,N,0,124,0
T0281,21,21A,0,,0,,8,B,Y,N,0,124,0
D303,11,11C,0,,0,,N,B,Y,N,0,124,0
R17,07,7D,0,,0,,N,B,Y,N,0,124,0
D301,11,11C,0,,0,,N,B,Y,N,0,124,0
B338,18,18F,0,,0,,N,B,Y,N,0,124,0
M5418,01,1J,0,,0,E,N,B,Y,N,0,124,0
S828,08,8Q,0,,0,,0,B,Y,N,0,124,0
P148,15,,0,,0,,N,B,Y,N,0,0,0
F409,19,19F,0,,0,,N,B,Y,N,0,124,0
M2369,08,8Q,0,,0,,N,B,Y,N,0,124,0
D291,12,12E,0,,0,,N,M,Y,N,0,124,0
M8590,08,8R,0,,0,,N,B,Y,N,0,124,0
D289,13,13F,0,,0,,N,F,Y,N,0,124,0
M7314,08,8M,0,,0,,N,B,N,N,0,124,0
D282,13,13F,0,,0,,N,F,Y,N,0,124,0
S308,09,9H,0,,0,,0,B,Y,N,0,124,0
Z582,23,23D,0,,0,,N,B,Y,N,0,124,0
M999,30,,0,,0,,N,B,N,N,0,124,0
M4897,08,8H,0,,0,,N,B,Y,N,0,124,0
D261,13,13F,0,,0,,N,F,Y,N,0,124,0
K0538,03,3H,0,,0,,N,B,Y,Y,0,124,28
D259,13,13F,0,,0,,N,F,Y,N,0,124,0
M4118,08,8H,0,,0,,N,B,Y,N,0,124,0
M5496,08,8H,0,,0,,N,B,Y,N,0,124,0
L940,09,9D,0,,0,,N,B,Y,N,0,124,0
M9390,08,8J,0,,0,,N,B,Y,N,0,124,0
G628,01,1J,0,,0,,N,B,Y,N,0,124,0
D237,09,9D,0,,0,,N,B,Y,N,0,124,0
M4310,08,8H,0,,0,,N,B,Y,N,0,124,0
K598,06,6H,0,,0,,N,B,Y,N,0,124,0
M4126,08,8H,0,,0,,N,B,Y,N,0,124,0
Q632,11,11H,0,,0,,N,B,Y,N,0,124,0
T400,21,21C,0,,0,,N,B,Y,N,0,124,0
M2434,08,8P,0,,0,,N,B,Y,N,0,124,0
Q676,04,4Q,0,,0,,N,B,Y,N,0,124,0
M5398,08,8H,0,,0,,N,B,Y,N,0,124,0
M8685,08,8D,0,,0,,N,B,Y,N,0,124,0
T628,21,21C,0,,0,,N,B,Y,N,0,124,0
D222,09,9D,0,,0,,N,B,Y,N,0,124,0
M5322,08,8H,0,,0,,N,B,Y,N,0,124,0
Z874,30,,0,,0,,N,B,N,N,0,124,0
P390,15,,0,,0,,N,B,Y,N,0,0,0
Q048,01,1U,0,,0,,N,B,Y,N,0,124,0
F1001,20,20A,0,,0,,N,B,Y,N,0,124,0
D214,08,8R,0,,0,,N,B,Y,N,0,124,0
D213,08,8R,0,,0,,N,B,Y,N,0,124,0
B699,06,6L,0,,0,,N,B,Y,N,0,124,0
A879,01,1L,0,,0,B,N,B,Y,N,0,124,0
A560,13,13D,0,,0,,N,B,Y,N,0,124,0
P528,15,,0,,0,,N,B,Y,N,0,0,0
M9922,30,,0,,0,,N,B,N,N,0,124,0
M1012,21,21C,0,,0,,N,B,Y,N,0,124,0
D759,16,16C,0,,0,,N,B,Y,N,0,124,0
O981,14,14B,0,,0,,N,F,Y,N,9,60,0
A282,18,18H,0,,0,,N,B,Y,N,0,124,0
M1030,08,8J,0,,0,,N,B,Y,N,0,124,0
M6266,08,8M,0,,0,,N,B,Y,N,0,124,0
S3230,08,8B,0,,0,,6,B,Y,N,0,124,0
P729,15,,0,,0,,N,B,Y,N,0,0,0
T620,21,21C,0,,0,,N,B,Y,N,0,124,0
L858,09,9D,0,,0,,N,B,Y,N,0,124,0
J322,03,3D,0,,0,,N,B,Y,N,0,124,0
Q688,08,8R,0,,0,,N,B,Y,N,0,124,0
M4907,08,8D,0,,0,,N,B,N,N,0,124,0
Z046,23,23D,0,,0,,N,B,Y,N,0,124,0
D175,06,6J,0,,0,,N,B,Y,N,0,124,0
F028,19,19K,0,,0,,N,B,N,N,0,124,0
S447,01,1J,0,,0,,0,B,Y,N,0,124,0
M8026,08,8E,0,,0,,N,B,Y,N,0,124,0
C767,17,17C,0,,0,,N,B,Y,N,0,124,0
D399,13,13A,0,,0,,N,F,Y,N,0,124,0
A638,12,12C,0,,0,,N,B,Y,N,1,124,0
A831,01,1K,0,,0,,N,B,Y,N,0,124,0
M142,08,8J,0,,0,,N,B,N,N,0,124,0
M8028,08,8E,0,,0,,N,B,Y,N,0,124,0
D487,17,17C,0,,0,,N,B,Y,N,0,124,0
F0284,19,19K,0,,0,,N,B,N,N,0,124,0
M0759,08,8J,0,,0,,N,B,N,N,16,124,0
M7955,08,8R,0,,0,,N,B,Y,N,0,124,0
Z8922,30,,0,,0,,N,B,N,N,0,124,0
D164,08,8R,0,,0,,N,B,Y,N,0,124,0
Z834,23,23D,0,,0,,N,B,Y,N,0,124,0
P285,15,,0,,0,,N,B,Y,N,0,0,0
M2469,08,8J,0,,0,,N,B,Y,N,0,124,0
E283,13,13F,0,,0,,N,F,Y,N,0,124,0
S52201,08,8P,0,,0,,0,B,Y,N,0,124,0
K620,06,6J,0,,0,,N,B,Y,N,0,124,0
M7220,08,8M,0,,0,,N,B,Y,N,0,124,0
G959,01,1U,0,,0,,N,B,Y,N,0,124,0
E079,10,10E,0,,0,,N,B,Y,N,0,124,0
D143,04,4M,0,,0,,N,B,Y,N,0,124,0
Z348,30,,0,,0,,N,F,N,N,9,60,0
K904,06,6H,0,,0,,N,B,Y,N,0,124,0
Z8963,30,,0,,0,,N,B,N,N,0,124,0
F688,19,19H,0,,0,,N,B,Y,N,0,124,0
M2353,08,8R,0,,0,,N,B,Y,N,0,124,0
M0582,08,8F,0,,0,,N,B,Y,N,16,124,0
T520,21,21C,0,,0,,N,B,Y,N,0,124,0
D133,06,6J,0,,0,,N,B,Y,N,0,124,0
K002,03,3H,0,,0,,N,B,Y,Y,0,124,28
D131,06,6J,0,,0,,N,B,Y,N,0,124,0
P924,15,,0,,0,,N,B,Y,N,0,0,0
D280,13,13F,0,,0,,N,F,Y,N,0,124,0
N738,13,13E,0,,0,,N,F,Y,N,0,124,0
C4100,08,8E,0,,0,,N,B,Y,N,0,124,0
M8116,08,8J,0,,0,,N,F,Y,N,1,124,0
D125,06,6J,0,,0,,N,B,Y,N,0,124,0
P299,15,,0,,0,,N,B,Y,N,0,0,0
M8682,08,8D,0,,0,,N,B,Y,N,0,124,0
F721,19,19K,0,,0,,N,B,Y,N,0,124,0
P201,15,,0,,0,,N,B,Y,N,0,0,0
Q421,06,6J,0,,0,,N,B,Y,N,0,124,0
R895,18,18H,0,,0,,N,B,Y,N,0,124,0
M0364,08,8J,0,,0,,N,B,N,N,0,124,0
N433,12,12E,0,,0,,N,M,Y,N,0,124,0
O301,14,14B,0,,0,,N,F,Y,N,9,60,0
R090,04,4Q,0,,0,,N,B,Y,N,0,124,0
S0251,03,3H,0,,0,,0,B,Y,N,0,124,0
M7960,08,8L,0,,0,,N,B,Y,N,0,124,0
D041,02,2E,0,,0,,N,B,Y,N,0,124,0
S52508,08,8P,0,,0,,0,B,Y,N,0,124,0
C510,13,13A,0,,0,,N,F,Y,N,0,124,0
R234,09,9D,0,,0,,N,B,Y,N,0,124,0
M8002,08,8E,0,,0,,N,F,Y,N,31,124,0
M8947,08,8J,0,,0,,N,B,Y,N,0,124,0
M2312,08,8Q,0,,0,,N,B,Y,N,0,124,0
Z576,23,23D,0,,0,,N,B,Y,N,0,124,0
Z092,23,23C,0,,0,,N,B,Y,N,0,124,0
R961,23,23D,0,,0,,N,B,Y,N,0,124,0
D103,03,3H,0,,0,,N,B,Y,N,0,124,0
D102,03,3H,0,,0,,N,B,Y,N,0,124,0
M1303,08,8K,0,,0,,N,B,Y,N,0,124,0
M0148,08,8J,0,,0,,N,B,N,N,0,124,0
T115,08,8Q,0,,0,,0,B,Y,N,0,124,0
T096,21,21A,0,,0,,0,B,Y,N,0,124,0
A669,18,18H,0,,0,,N,B,Y,N,0,124,0
D1010,03,3H,0,,0,,N,B,Y,N,0,124,0
I7020,05,5F,0,,0,,N,B,Y,N,1,124,0
Z899,30,,0,,0,,N,B,N,N,0,124,0
Z233,23,23D,0,,0,,N,B,Y,N,0,124,0
K0888,03,3H,0,,0,,N,B,Y,Y,0,124,28
S445,01,1J,0,,0,,0,B,Y,N,0,124,0
M2584,08,8L,0,,0,,N,B,Y,N,0,124,0
D1003,03,3H,0,,0,,N,B,Y,N,0,124,0
M7088,08,8M,0,,0,,N,B,Y,N,0,124,0
O432,14,14B,0,,0,,N,F,Y,N,9,60,0
M9087,08,8J,0,,0,,N,B,N,N,0,124,0
H360,02,2D,0,,0,,N,B,N,N,0,124,0
D093,17,17C,0,,0,,N,B,Y,N,0,124,0
S72411,08,8A,0,,0,,8,B,Y,N,0,124,0
E258,10,10E,0,,0,,N,B,Y,N,0,124,0
S52309,08,8P,0,,0,,0,B,Y,N,0,124,0
Q684,08,8R,0,,0,,N,B,Y,N,0,124,0
D075,12,12A,0,,0,,N,M,Y,N,0,124,0
M0313,08,8J,0,,0,,N,B,N,N,0,124,0
Q742,08,8R,0,,0,,N,B,Y,N,0,124,0
L604,09,9D,0,,0,,N,B,Y,N,0,124,0
I451,05,5M,0,,0,,N,B,Y,N,0,124,0
R731,23,23B,0,,0,,N,B,Y,N,0,124,0
D067,13,13B,0,,0,,N,F,Y,N,0,124,0
L111,09,9D,0,,0,,N,B,Y,N,0,124,0
H599,02,2D,0,,0,,N,B,Y,N,0,124,0
N946,13,13F,0,,0,,N,F,Y,N,1,124,0
Z014,30,,0,,0,,N,F,N,N,0,124,0
D051,09,9E,0,,0,,N,B,Y,N,0,124,0
M023,08,8F,0,,0,,N,B,Y,N,0,124,0
M943,08,8R,0,,0,,N,B,Y,N,0,124,0
Q261,05,5J,0,,0,,N,B,Y,N,0,124,0
M1306,08,8K,0,,0,,N,B,Y,N,0,124,0
M4215,08,8J,0,,0,,N,B,Y,N,16,124,0
D044,09,9C,0,,0,,N,B,Y,N,0,124,0
M961,08,8H,0,,0,,N,B,Y,N,0,124,0
D649,16,16A,0,,0,,N,B,Y,N,0,124,0
M089,08,8F,0,,0,,N,B,Y,N,0,124,0
M4783,08,8H,0,,0,,N,B,Y,N,0,124,0
Q808,09,9C,0,,0,,N,B,Y,N,0,124,0
O908,14,14C,0,,0,,N,F,Y,N,9,60,0
K1083,03,3H,0,,0,,N,B,Y,N,0,124,0
P836,15,,0,,0,,N,B,Y,N,0,0,0
Q924,23,23D,0,,0,,N,B,Y,N,0,124,0
H906,03,3G,0,,0,,N,B,Y,N,0,124,0
D042,09,9C,0,,0,,N,B,Y,N,0,124,0
E040,10,10E,0,,0,,N,B,Y,N,0,124,0
I491,05,5M,0,,0,,N,B,Y,N,0,124,0
S6300,08,8P,0,,0,,0,B,Y,N,0,124,0
M7180,08,8M,0,,0,,N,B,Y,N,0,124,0
A280,18,18H,0,,0,,N,B,Y,N,0,124,0
M7136,08,8M,0,,0,,N,B,Y,N,0,124,0
H3609,02,2D,0,,0,,N,B,N,N,0,124,0
P142,15,,0,,0,,N,B,Y,N,0,0,0
N806,09,9D,0,,0,,N,F,Y,N,1,124,0
T360,21,21C,0,,0,,N,B,Y,N,0,124,0
M7250,08,8M,0,,0,,N,B,Y,N,0,124,0
M7285,08,8M,0,,0,,N,B,Y,N,0,124,0
D010,06,6A,0,,0,,N,B,Y,N,0,124,0
A561,12,12C,0,,0,,N,B,Y,N,1,124,0
D000,03,3A,0,,0,,N,B,Y,N,0,124,0
T563,21,21C,0,,0,,N,B,Y,N,0,124,0
M4721,08,8H,0,,0,,N,B,Y,N,0,124,0
R02,05,5F,0,,0,,N,B,Y,N,0,124,0
K903,06,6H,0,,0,,N,B,Y,N,0,124,0
M8686,08,8D,0,,0,,N,B,Y,N,0,124,0
D469,17,17B,0,,0,,N,B,Y,N,0,124,0
D377,06,6A,0,,0,,N,B,Y,N,0,124,0
M199,08,8J,0,,0,,N,B,Y,N,0,124,0
D375,06,6A,0,,0,,N,B,Y,N,0,124,0
T71,21,21E,0,,0,,N,B,Y,N,0,124,0
D470,17,17B,0,,0,,N,B,Y,N,0,124,0
L949,09,9D,0,,0,,N,B,Y,N,0,124,0
D371,06,6A,0,,0,,N,B,Y,N,0,124,0
Q101,02,2D,0,,0,,N,B,Y,N,0,124,0
Q401,06,6J,0,,0,,N,B,Y,N,0,124,0
G600,01,1J,0,,0,,N,B,Y,N,0,124,0
M4191,08,8H,0,,0,,N,B,Y,N,0,124,0
Z575,23,23D,0,,0,,N,B,Y,N,0,124,0
D359,10,10E,0,,0,,N,B,Y,N,0,124,0
B368,09,9D,0,,0,,N,B,Y,N,0,124,0
F511,19,19F,0,,0,,N,B,Y,N,0,124,0
A042,06,6G,0,,0,,N,B,Y,N,0,124,0
M479,08,8H,0,,0,,N,B,Y,N,0,124,0
Q824,09,9D,0,,0,,N,B,Y,N,0,124,0
A046,06,6G,0,,0,,N,B,Y,N,0,124,0
P298,15,,0,,0,,N,B,Y,N,0,0,0
M8039,08,8E,0,,0,,N,B,Y,N,0,124,0
T381,21,21C,0,,0,,N,B,Y,N,0,124,0
O420,14,14B,0,,0,,N,F,Y,N,9,60,0
T287,06,6J,0,,0,,N,B,Y,N,0,124,0
M8783,08,8J,0,,0,,N,B,Y,N,0,124,0
M8555,08,8J,0,,0,,N,B,Y,N,0,124,0
S010,21,21A,0,,0,,0,B,Y,N,0,124,0
L411,09,9B,0,,0,,N,B,Y,N,0,124,0
M4142,08,8H,0,,0,,N,B,Y,N,0,124,0
M4701,01,1U,0,,0,,N,B,Y,N,0,124,0
M893,08,8R,0,,0,,N,B,Y,N,0,124,0
R873,23,23B,0,,0,,N,F,Y,N,0,124,0
I492,05,5M,0,,0,,N,B,Y,N,0,124,0
L986,09,9D,0,,0,,N,B,Y,N,0,124,0
C01,03,3A,0,,0,,N,B,Y,N,0,124,0
G601,01,1U,0,,0,,N,B,Y,N,0,124,0
T502,21,21C,0,,0,,N,B,Y,N,0,124,0
S82102,08,8Q,0,,0,,0,B,Y,N,0,124,0
S42406,08,8Q,0,,0,,0,B,Y,N,0,124,0
M4836,08,8H,0,,0,,N,B,Y,N,0,124,0
F942,19,19J,0,,0,,N,B,Y,N,0,124,0
D430,01,1C,0,,0,,N,B,Y,N,0,124,0
S820,08,8Q,0,,0,,0,B,Y,N,0,124,0
N998,11,11H,0,,0,,N,B,Y,N,0,124,0
M500,08,8H,0,,0,,N,B,Y,N,0,124,0
M8641,08,8D,0,,0,,N,B,Y,N,0,124,0
Z857,30,,0,,0,,N,B,N,N,0,124,0
K0763,03,3H,0,,0,,N,B,Y,Y,0,124,28
L731,09,9D,0,,0,,N,B,Y,N,0,124,0
M2421,08,8M,0,,0,,N,B,Y,N,0,124,0
T652,21,21C,0,,0,,N,B,Y,N,0,124,0
P000,15,,0,,0,,N,B,Y,N,0,0,0
K0769,03,3H,0,,0,,N,B,Y,Y,0,124,28
L740,09,9D,0,,0,,N,B,Y,N,0,124,0
M6090,08,8L,0,,0,,N,B,Y,N,0,124,0
S824,08,8Q,0,,0,,0,B,Y,N,0,124,0
S0270,01,1S,0,,0,,0,B,Y,N,0,124,0
A157,04,4C,0,,0,D,N,B,Y,N,0,124,0
H335,02,2C,0,,0,,N,B,Y,N,0,124,0
T428,21,21C,0,,0,,N,B,Y,N,0,124,0
L506,09,9D,0,,0,,N,B,Y,N,0,124,0
M192,08,8J,0,,0,,N,B,Y,N,0,124,0
A062,06,6G,0,,0,,N,B,Y,N,0,124,0
M8790,08,8J,0,,0,,N,B,Y,N,0,124,0
Z527,30,,0,,0,,N,B,N,N,0,124,0
S6210,08,8P,0,,0,,0,B,Y,N,0,124,0
N499,12,12C,0,,0,,N,M,Y,N,0,124,0
M8903,08,8R,0,,0,,N,B,Y,N,0,124,0
M2105,08,8R,0,,0,,N,B,Y,N,0,124,0
M0362,08,8J,0,,0,,N,B,N,N,0,124,0
M4822,08,8H,0,,0,,N,B,Y,N,0,124,0
K1170,03,3G,0,,0,,N,B,Y,N,0,124,0
L730,09,9D,0,,0,,N,B,Y,N,0,124,0
M731,08,8M,0,,0,,N,B,N,N,0,124,0
L989,09,9D,0,,0,,N,B,Y,N,0,124,0
F660,19,19H,0,,0,,N,B,Y,N,0,124,0
H320,02,2A,0,,0,,N,B,N,N,0,124,0
T0211,08,8R,0,,0,,6,B,Y,N,0,124,0
A711,02,2A,0,,0,,N,B,Y,N,0,124,0
M8583,08,8R,0,,0,,N,B,Y,N,0,124,0
C752,01,1C,0,,0,,N,B,Y,N,0,124,0
D447,01,1C,0,,0,,N,B,Y,N,0,124,0
T442,21,21C,0,,0,,N,B,Y,N,0,124,0
M1221,08,8J,0,,0,,N,B,Y,N,0,124,0
T302,22,22C,0,,0,,N,B,Y,N,0,124,0
Q002,01,1U,0,,0,,N,B,Y,N,0,124,0
F175,20,20B,0,,0,,N,B,Y,N,0,124,0
S42307,08,8Q,0,,0,,0,B,Y,N,0,124,0
M761,08,8M,0,,0,,N,B,Y,N,0,124,0
D477,17,17B,0,,0,,N,B,Y,N,0,124,0
J64,04,4P,0,,0,,N,B,Y,N,1,124,0
M8399,08,8J,0,,0,,N,B,Y,N,16,124,0
M4717,08,8H,0,,0,,N,B,Y,N,0,124,0
C600,12,12A,0,,0,,N,M,Y,N,0,124,0
R35,11,11F,0,,0,,N,B,Y,N,0,124,0
D581,16,16A,0,,0,,N,B,Y,N,0,124,0
A051,18,18H,0,,0,,N,B,Y,N,0,124,0
N939,13,13F,0,,0,,N,F,Y,N,0,124,0
H681,03,3G,0,,0,,N,B,Y,N,0,124,0
I444,05,5M,0,,0,,N,B,Y,N,0,124,0
A233,18,18H,0,,0,,N,B,Y,N,0,124,0
Q959,23,23D,0,,0,,N,B,Y,N,0,124,0
N058,11,11H,0,,0,E,N,B,Y,N,0,124,0
S52504,08,8P,0,,0,,0,B,Y,N,0,124,0
K071,03,3H,0,,0,,N,B,Y,N,0,124,0
M6520,08,8M,0,,0,,N,B,Y,N,0,124,0
D201,06,6J,0,,0,,N,B,Y,N,0,124,0
D200,06,6J,0,,0,,N,B,Y,N,0,124,0
Q641,11,11H,0,,0,,N,B,Y,N,0,124,0
M9383,08,8J,0,,0,,N,B,Y,N,0,124,0
E308,10,10E,0,,0,,N,B,Y,N,0,124,0
Z082,23,23C,0,,0,,N,B,Y,N,0,124,0
A269,18,18H,0,,0,,N,B,Y,N,0,124,0
Q8588,17,17C,0,,0,,N,B,Y,N,0,124,0
S3270,08,8R,0,,0,,0,B,Y,N,0,124,0
Q891,10,10E,0,,0,,N,B,Y,N,0,124,0
G576,01,1J,0,,0,,N,B,Y,N,0,124,0
M4297,08,8J,0,,0,,N,B,Y,N,0,124,0
T120,08,8Q,0,,0,,0,B,Y,N,0,124,0
A288,18,18H,0,,0,,N,B,Y,N,0,124,0
B340,18,18F,0,,0,,N,B,Y,N,0,124,0
M4898,08,8H,0,,0,,N,B,Y,N,0,124,0
Z524,11,11H,0,,0,,N,B,Y,N,0,124,0
Z974,30,,0,,0,,N,B,N,N,0,124,0
H252,02,2D,0,,0,,N,B,Y,N,31,124,0
M7720,08,8M,0,,0,,N,B,Y,N,0,124,0
M8319,08,8J,0,,0,,N,B,Y,N,31,124,0
C481,06,6A,0,,0,,N,B,Y,N,0,124,0
P581,15,,0,,0,,N,B,Y,N,0,0,0
M1229,08,8J,0,,0,,N,B,Y,N,0,124,0
G473,04,4D,0,,0,,N,B,Y,N,0,124,0
S017,21,21A,0,,0,,0,B,Y,N,0,124,0
T925,30,,0,,0,,N,B,N,N,0,124,0
L671,09,9D,0,,0,,N,B,Y,N,0,124,0
F959,01,1U,0,,0,,N,B,Y,N,0,124,0
Q105,02,2D,0,,0,,N,B,Y,N,0,124,0
Q719,08,8R,0,,0,,N,B,Y,N,0,124,0
I719,05,5F,0,,0,,N,B,Y,N,0,124,0
T132,08,8Q,0,,0,,0,B,Y,N,0,124,0
F179,20,20B,0,,0,,N,B,Y,N,0,124,0
J121,04,4C,0,,0,,N,B,Y,N,0,124,0
K0117,03,3H,0,,0,,N,B,Y,Y,0,124,28
A363,09,9C,0,,0,,N,B,Y,N,0,124,0
H745,03,3G,0,,0,,N,B,Y,N,0,124,0
M2457,08,8R,0,,0,,N,B,Y,N,0,124,0
S9200,08,8Q,0,,0,,0,B,Y,N,0,124,0
S42109,08,8Q,0,,0,,0,B,Y,N,0,124,0
Q971,13,13F,0,,0,,N,B,Y,N,0,124,0
A379,04,4L,0,,0,,N,B,Y,N,0,124,0
R300,11,11F,0,,0,,N,B,Y,N,0,124,0
Z9665,30,,0,,0,,N,B,N,N,0,124,0
D446,01,1C,0,,0,,N,B,Y,N,0,124,0
M6523,08,8M,0,,0,,N,B,Y,N,0,124,0
K0301,03,3H,0,,0,,N,B,Y,Y,0,124,28
M7908,08,8L,0,,0,,N,B,Y,N,0,124,0
M0314,08,8J,0,,0,,N,B,N,N,0,124,0
S032,03,3H,0,,0,,0,B,Y,N,0,124,0
K298,06,6M,0,,0,,N,B,Y,N,0,124,0
T983,30,,0,,0,,N,B,N,N,0,124,0
M621,08,8M,0,,0,,N,B,Y,N,0,124,0
M7020,08,8M,0,,0,,N,B,Y,N,0,124,0
D070,13,13B,0,,0,,N,F,Y,N,0,124,0
D167,04,4M,0,,0,,N,B,Y,N,0,124,0
D290,12,12E,0,,0,,N,M,Y,N,0,124,0
L908,09,9D,0,,0,,N,B,Y,N,0,124,0
E703,10,10D,0,,0,,N,B,Y,N,0,124,0
B955,30,,0,,0,,N,B,N,N,0,124,0
A421,06,6J,0,,0,D,N,B,Y,N,0,124,0
C882,17,17B,0,,0,,N,B,Y,N,0,124,0
S52219,08,8P,0,,0,,7,B,Y,N,0,124,0
M4940,08,8H,0,,0,,N,B,N,N,0,124,0
A429,18,18H,0,,0,D,N,B,Y,N,0,124,0
D801,16,16C,0,,0,E,N,B,Y,N,0,124,0
M9907,30,,0,,0,,N,B,N,N,0,124,0
M4637,08,8H,0,,0,,N,B,Y,N,0,124,0
A439,18,18H,0,,0,D,N,B,Y,N,0,124,0
A440,18,18H,0,,0,,N,B,Y,N,0,124,0
A441,18,18H,0,,0,,N,B,Y,N,0,124,0
A448,18,18H,0,,0,,N,B,Y,N,0,124,0
E215,10,10E,0,,0,,N,B,Y,N,0,124,0
T403,21,21C,0,,0,,N,B,Y,N,0,124,0
L309,09,9D,0,,0,,N,B,Y,N,0,124,0
M8392,08,8J,0,,0,,N,B,Y,N,16,124,0
Z139,23,23D,0,,0,,N,B,Y,N,0,124,0
O063,14,14H,0,,0,,N,F,Y,N,9,60,0
M7235,08,8M,0,,0,,N,B,Y,N,0,124,0
S82105,08,8Q,0,,0,,0,B,Y,N,0,124,0
T608,21,21C,0,,0,,N,B,Y,N,0,124,0
M7082,08,8M,0,,0,,N,B,Y,N,0,124,0
A690,03,3D,0,,0,,N,B,Y,N,0,124,0
O264,14,14B,0,,0,,N,F,Y,N,9,60,0
M2419,08,8R,0,,0,,N,B,Y,N,0,124,0
Z836,23,23D,0,,0,,N,B,Y,N,0,124,0
M6739,08,8M,0,,0,,N,B,Y,N,0,124,0
A502,18,18H,0,,0,,N,B,Y,N,0,2,0
C608,12,12A,0,,0,,N,M,Y,N,0,124,0
M7266,08,8M,0,,0,,N,B,Y,N,0,124,0
Q506,13,13F,0,,0,,N,F,Y,N,0,124,0
L501,09,9D,0,,0,,N,B,Y,N,0,124,0
Q7503,08,8R,0,,0,,N,B,Y,N,0,124,0
H018,02,2D,0,,0,,N,B,Y,N,0,124,0
M8090,08,8E,0,,0,,N,B,Y,N,0,124,0
D77,16,16C,0,,0,,N,B,N,N,0,124,0
J386,03,3G,0,,0,,N,B,Y,N,0,124,0
M6086,08,8L,0,,0,,N,B,Y,N,0,124,0
L859,09,9D,0,,0,,N,B,Y,N,0,124,0
Z953,30,,0,,0,,N,B,N,N,0,124,0
Q934,19,19K,0,,0,,N,B,Y,N,0,124,0
M4988,08,8H,0,,0,,N,B,N,N,0,124,0
S623,08,8P,0,,0,,0,B,Y,N,0,124,0
M8911,08,8R,0,,0,,N,B,Y,N,0,19,0
A527,18,18H,0,,0,,N,B,Y,N,16,124,0
M8135,08,8J,0,,0,,N,B,Y,N,0,124,0
M6154,08,8M,0,,0,,N,B,Y,N,0,124,0
M8585,08,8R,0,,0,,N,B,Y,N,0,124,0
M074,08,8J,0,,0,,N,B,N,N,0,124,0
P912,15,,0,,0,,N,B,Y,N,0,0,0
E782,10,10D,0,,0,,N,B,Y,N,0,124,0
C509,09,9E,0,,0,,N,B,Y,N,0,124,0
M5401,09,9C,0,,0,,N,B,Y,N,0,124,0
F438,19,19E,0,,0,,N,B,Y,N,0,124,0
L259,09,9D,0,,0,,N,B,Y,N,0,124,0
I092,05,5R,0,,0,,N,B,Y,Y,0,124,28
S868,08,8Q,0,,0,,0,B,Y,N,0,124,0
M651,08,8M,0,,0,,N,B,Y,N,0,124,0
Q564,10,10E,0,,0,,N,B,Y,N,0,124,0
H526,02,2D,0,,0,,N,B,Y,N,0,124,0
Q772,08,8R,0,,0,,N,B,Y,N,0,124,0
M0280,08,8J,0,,0,,N,B,Y,N,0,124,0
T981,30,,0,,0,,N,B,N,N,0,124,0
T6308,21,21C,0,,0,,N,B,Y,N,0,124,0
M4382,08,8H,0,,0,,N,B,Y,N,0,124,0
T200,22,22C,0,,0,,N,B,Y,N,0,124,0
S5319,08,8Q,0,,0,,0,B,Y,N,0,124,0
N979,13,13F,0,,0,,N,F,Y,N,9,60,0
T415,21,21C,0,,0,,N,B,Y,N,0,124,0
I716,05,5F,0,,0,,N,B,Y,N,0,124,0
A58,12,12C,0,,0,,N,B,Y,N,1,124,0
A58,13,13D,0,,0,,N,B,Y,N,0,124,0
K0039,03,3H,0,,0,,N,B,Y,Y,0,124,28
R852,23,23B,0,,0,,N,B,Y,N,0,124,0
M9015,08,8D,0,,0,,N,B,N,N,0,124,0
F6039,19,19H,0,,0,,N,B,Y,N,0,124,0
M0642,08,8J,0,,0,,N,B,Y,N,0,124,0
